MOVIES,YEAR,GENRE,RATING,ONE-LINE,VOTES,RunTime,Gross,Extract_date,owner_company,nr_of_episodes,DIRECTOR,STARS-LIST
 Street Food: Asia,(2019),"
Documentary            ",7.9,"
The food stalls at Gwangjang Market showcase some of South Korea's beloved old favorites, from soy-marinated crabs to knife-cut noodles.",152,,,2020-05-03 10:21:47.155529274,   Walt Disney Pictures	,46.0,,"Star:
Daniel Lee Gray"
 Street Food: Asia,(2019),"
Documentary            ",7.6,"
Snail and broken rice are staples of Ho Chi Minh City's outdoorsy street food culture, which has been shaped by both history and family memory.",145,,,2020-05-03 10:47:28.492016558,  Columbia Pictures	,18.0,,
 Street Food: Asia,(2019),"
Documentary            ",7.5,"
Putu piring, wonton noodles, chili crab, chicken rice. Hawkers selling some of Singapore's favorite dishes offers a glimpse into their lives.",128,,,2020-05-03 11:13:09.828503844, Legendary Entertainment	,78.0,,
 Street Food: Asia,(2019),"
Documentary            ",7.5,"
Benefitting from the rich biodiversity of the land and sea, Florencio Escabas makes a reef eel soup held dear by the island city's many residents.",121,,,2020-05-03 11:38:51.164991130, Legendary Entertainment	,72.0,,
 How to Sell Drugs Online (Fast),(2019– ),"
Comedy, Crime, Drama            ",7.8,"
When his girlfriend breaks up with him after spending the year abroad, Moritz schemes to win her back by snagging a stash of ecstasy.",854,32.0,,2020-05-03 12:04:32.501478416,  Columbia Pictures	,119.0,"Director:
Lars Montag",
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",9.0,"
Add a Plot
",6,,,2020-05-03 12:30:13.837965702,  Paramount Pictures,88.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",9.3,"
Add a Plot
",7,,,2020-05-03 12:55:55.174452986,   Walt Disney Pictures	,106.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
",,,,2020-05-03 13:21:36.510940272,Relativity Media,98.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
",,,,2020-05-03 13:47:17.847427558,Universal Pictures	,64.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",9.4,"
Add a Plot
",8,,,2020-05-03 14:12:59.183914844,  Columbia Pictures	,135.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",9.0,"
Add a Plot
",6,,,2020-05-03 14:38:40.520402130,Universal Pictures	,85.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",9.0,"
Add a Plot
",6,,,2020-05-03 15:04:21.856889416,   Walt Disney Pictures	,42.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
",,,,2020-05-03 15:30:03.193376700,  Columbia Pictures	,108.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
",,,,2020-05-03 15:55:44.529863986,Relativity Media,61.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
",,,,2020-05-03 16:21:25.866351272,	Warner Bros.  ,69.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
",,,,2020-05-03 16:47:07.202838558,Relativity Media,49.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
",,,,2020-05-03 17:12:48.539325844, Legendary Entertainment	,103.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
",,,,2020-05-03 17:38:29.875813128,	Warner Bros.  ,122.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
",,,,2020-05-03 18:04:11.212300414,20th Century Fox	,91.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
",,,,2020-05-03 18:29:52.548787700,Relativity Media,115.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
",,,,2020-05-03 18:55:33.885274986,Marvel Studios,89.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
",,,,2020-05-03 19:21:15.221762272,Relativity Media,69.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
",,,,2020-05-03 19:46:56.558249558,   Walt Disney Pictures	,11.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
",,,,2020-05-03 20:12:37.894736842,   Walt Disney Pictures	,6.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
",,,,2020-05-03 20:38:19.231224128,20th Century Fox	,145.0,,"Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla"
 The Society,(2019),"
Drama, Mystery, Sci-Fi            ",7.5,"
After the boys ransack the store, Cassandra rallies the girls to exert their power; The students plan a prom; Kelly discovers a family secret.",744,60.0,,2020-05-03 21:04:00.567711414, Legendary Entertainment	,149.0,"Director:
Tara Nicole Weyr",
 Dare Me,(2019–2020),"
Crime, Mystery, Thriller            ",7.2,"
A small-town cheerleading squad is rocked by disturbing events when a new coach arrives.",268,52.0,,2020-05-03 21:29:41.904198700,  Paramount Pictures,15.0,"Director:
Steph Green",
 The Pentaverate,(II),"
Comedy            ",,"
Add a Plot
",,,,2020-05-03 21:55:23.240685986,Relativity Media,14.0,"Director:
Tim Kirkby",
 The Pentaverate,(II),"
Comedy            ",,"
Add a Plot
",,,,2020-05-03 22:21:04.577173270,Universal Pictures	,84.0,"Director:
Tim Kirkby",
 The Pentaverate,(II),"
Comedy            ",,"
Add a Plot
",,,,2020-05-03 22:46:45.913660556,Relativity Media,12.0,"Director:
Tim Kirkby",
 The Pentaverate,(II),"
Comedy            ",,"
Add a Plot
",,,,2020-05-03 23:12:27.250147842,	Warner Bros.  ,117.0,"Director:
Tim Kirkby",
 The Pentaverate,(II),"
Comedy            ",,"
Add a Plot
",,,,2020-05-03 23:38:08.586635128,    RatPac-Dune Entertainment	,100.0,"Director:
Tim Kirkby",
 The Pentaverate,(II),"
Comedy            ",,"
Add a Plot
",,,,2020-05-04 00:03:49.923122414,Marvel Studios,64.0,"Director:
Tim Kirkby",
 Anne,(2017–2019),"
Drama, Family            ",9.0,"
Anne's search takes her back to the orphanage, where she's forced to confront new realities. Meanwhile, Elijah pays a visit to Avonlea.","1,541",44.0,,2020-05-04 00:29:31.259609698,Marvel Studios,141.0,"Director:
Kim Nguyen",
 The English Game,(2020– ),"
Drama, History, Sport            ",7.6,"
A cotton mill owner in working-class Darwen hires two star Scottish footballers to join the local team in hopes of competing for the FA Cup title.",503,,,2020-05-04 00:55:12.596096984,  Columbia Pictures	,128.0,"Director:
Birgitte Stærmose",
 The English Game,(2020– ),"
Drama, History, Sport            ",7.6,"
As Fergus brings new life to the football club, emotions run high when a wage cut is imposed at the mills. Arthur makes a new connection in Darwen.",439,,,2020-05-04 01:20:53.932584270,	Warner Bros.  ,25.0,"Director:
Birgitte Stærmose",
 The English Game,(2020– ),"
Drama, History, Sport            ",7.3,"
Fergus faces a gut-wrenching decision that could affect his relationships in Darwen. Arthur's new outlook rankles his posh friends and family.",400,,,2020-05-04 01:46:35.269071556,Relativity Media,21.0,"Director:
Birgitte Stærmose",
 The English Game,(2020– ),"
Drama, History, Sport            ",7.9,"
Martha gets difficult news. Arthur and Alma make a grim discovery. Fergus struggles in his new role, and a match in Blackburn ends in chaos.",374,,,2020-05-04 02:12:16.605558842,20th Century Fox	,75.0,"Director:
Tim Fywell",
 The English Game,(2020– ),"
Drama, History, Sport            ",7.8,"
A guilt-stricken Fergus gets shocking news from Martha. Walsh and Cartwright make a pact. The FA takes drastic action without Arthur's input.",348,,,2020-05-04 02:37:57.942046128,   Walt Disney Pictures	,95.0,"Director:
Tim Fywell",
 The English Game,(2020– ),"
Drama, History, Sport            ",8.6,"
Fergus heads to London to make an appeal to the FA. Arthur pleads with his friends to act for the good of the game as the FA Cup Final approaches.",398,,,2020-05-04 03:03:39.278533412,Universal Pictures	,149.0,"Director:
Tim Fywell",
 Alex,(2017–2019),"
Action, Crime, Thriller            ",7.3,"
Add a Plot
",30,47.0,,2020-05-04 03:29:20.615020698,Marvel Studios,149.0,"Director:
Alain Darborg",
 Alex,(2017–2019),"
Action, Crime, Thriller            ",7.3,"
Add a Plot
",28,,,2020-05-04 03:55:01.951507984,  Paramount Pictures,18.0,"Director:
Alain Darborg",
 Alex,(2017–2019),"
Action, Crime, Thriller            ",7.5,"
Add a Plot
",28,,,2020-05-04 04:20:43.287995270,  Columbia Pictures	,116.0,"Director:
Alain Darborg",
 Alex,(2017–2019),"
Action, Crime, Thriller            ",7.6,"
Add a Plot
",27,,,2020-05-04 04:46:24.624482556,Universal Pictures	,83.0,"Director:
Alain Darborg",
 Alex,(2017–2019),"
Action, Crime, Thriller            ",7.6,"
Add a Plot
",25,,,2020-05-04 05:12:05.960969840,Marvel Studios,145.0,"Director:
Alain Darborg",
 Alex,(2017–2019),"
Action, Crime, Thriller            ",7.0,"
Add a Plot
",27,,,2020-05-04 05:37:47.297457126,  Paramount Pictures,47.0,"Director:
Alain Darborg",
 The 100,(2014–2020),"
Drama, Mystery, Sci-Fi            ",8.0,"
Clarke and her friends attempt to rebuild Sanctum as a new threat rises in the woods.","2,283",41.0,,2020-05-04 06:03:28.633944412,  Columbia Pictures	,57.0,"Director:
Ed Fraiman",
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",7.7,"
After discovering that Entrapta is alive, Bow and Glimmer go on a mission to rescue her. Light Hope wants Adora to include Swift Wind in her training.",948,24.0,,2020-05-04 06:29:09.970431698,   Walt Disney Pictures	,5.0,"Directors:
Stephanie Stine, 
David Dwooman Woo",
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",7.4,"
The squad heads to Alwyn, the Rebellion's breadbasket: It's been out of contact, and there are rumors it's haunted. Entrapta sneaks into Hordak's lab.",943,24.0,,2020-05-04 06:54:51.306918984,Marvel Studios,135.0,"Director:
Lianne Hughes",
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",8.1,"
Adora and the princesses role-play plans for retaking a Horde fortress. With Scorpia in charge, the defenders face a challenge.",997,24.0,,2020-05-04 07:20:32.643406270,  Paramount Pictures,51.0,"Director:
Jen Bennett",
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",7.9,"
Catra, Entrapta and Scorpia head to the Northern Reach for First Ones tech. The squad follows with Sea Hawk, who's having relationship problems.",962,24.0,,2020-05-04 07:46:13.979893554,  Paramount Pictures,16.0,"Director:
Lianne Hughes",
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",8.0,"
An imprisoned Shadow Weaver recalls her past as Light Spinner, a powerful sorcerer who taught Glimmer's father. Hordak gives Catra a deadline.",967,24.0,,2020-05-04 08:11:55.316380840,  Paramount Pictures,21.0,"Director:
David Dwooman Woo",
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",7.9,"
While Catra searches for Shadow Weaver, Adora and Glimmer follow Bow home and learn that he's been lying to his family.",987,24.0,,2020-05-04 08:37:36.652868126, Legendary Entertainment	,52.0,"Director:
Jen Bennett",
 Greenleaf,(2016–2020),"
Drama            ",8.1,"
Grace is told to merge the white church of Fairview with black Calvary. She disagrees and her rousing sermon motivates Fairview to reconsider. Charity creates trouble for Noah by letting his wife know that he had visiting Calvary recently.",33,42.0,,2020-05-04 09:03:17.989355412,    RatPac-Dune Entertainment	,56.0,"Director:
Crystle Roberson",
 Greenleaf,(2016–2020),"
Drama            ",8.3,"
AJ cannot fit into this superficial world, and walks out on his mother. Kerissa's frustrations overflow and she quarrels with Mama. Jacob suddenly finds that he cannot yet buy a new house. Charity has cold feet about spying on her family.",32,41.0,,2020-05-04 09:28:59.325842698,	Warner Bros.  ,68.0,"Director:
Allan Kroeker",
 Greenleaf,(2016–2020),"
Drama            ",8.1,"
Grace gives a false alibi for AJ on a burglary arrest, but the police are unconvinced. AJ is zapped with Mama's questioning and scoots. Charity gives proof of Grace's false alibi to Phil. Kerissa has a fling with the buyer of their land.",28,42.0,,2020-05-04 09:54:40.662329982,	Warner Bros.  ,28.0,"Director:
Lisa Leone",
 Greenleaf,(2016–2020),"
Drama            ",8.1,"
Sophia and Grace learn that AJ actually burgled. Grace learns that Fernando of H&H has bought all the land around their church. Kerissa continues seeing Fernando. Charity has been seen kissing Phil. Grace feels overwhelmed by the 'enemy'.",30,42.0,,2020-05-04 10:20:21.998817268,  Columbia Pictures	,25.0,"Director:
Ayoka Chenzira",
 Greenleaf,(2016–2020),"
Drama            ",8.3,"
Grace is threatened that her false alibi for AJ will be leaked if she does not resign the church. Connie is threatened that the bribe which she received will be leaked if H&H gets half of the board seats. Dante donates to Kerissa's school.",29,42.0,,2020-05-04 10:46:03.335304554, Legendary Entertainment	,91.0,"Director:
Allan Kroeker",
 Greenleaf,(2016–2020),"
Drama            ",8.1,"
Grace leaves the church. Phil regains the church after ousting Mama. He agrees to marry Judee and dump Charity. AJ returns to confess to the police. Kerissa gets a-hold of a devastating document. She gets Chlamydia, making Jacob furious.",37,42.0,,2020-05-04 11:11:44.671791840,    RatPac-Dune Entertainment	,121.0,"Director:
Clement Virgo",
 Good Girls,(2018–2021),"
Comedy, Crime, Drama            ",8.2,"
Rio uses a series of unnerving tactics to remind Beth that it's not as easy to walk away from his criminal enterprise as she'd like it to be. Annie learns something new about Noah; Ruby makes a reckless decision to save Stan.",445,42.0,,2020-05-04 11:37:26.008279126,  Paramount Pictures,33.0,"Director:
Ken Whittingham",
 The Stranger,(2020),"
Crime, Drama, Mystery            ",7.5,"
A stranger approaches Adam Price with a disturbing allegation about his wife, Corinne. Meanwhile, detectives Johanna and Wes take on a bizarre case.","1,134",51.0,,2020-05-04 12:03:07.344766410,Marvel Studios,123.0,"Director:
Daniel O'Hara",
 The Stranger,(2020),"
Crime, Drama, Mystery            ",7.5,"
The stranger strikes again - this time, with a blackmail ploy. Corinne won't return Adam's calls. The kids scramble to cover their tracks.","1,004",48.0,,2020-05-04 12:28:48.681253696,Relativity Media,73.0,"Director:
Daniel O'Hara",
 The Stranger,(2020),"
Crime, Drama, Mystery            ",7.6,"
While the police question Mike, Daisy makes a confession to Thomas. Adam's search for clues about Corinne leads him to another victim of the stranger.",921,43.0,,2020-05-04 12:54:30.017740982,Marvel Studios,82.0,"Director:
Daniel O'Hara",
 Good Girls,(2018–2021),"
Comedy, Crime, Drama            ",8.3,"
Mary Pat resurfaces in the women's lives as they try to make sense of a shocking discovery Beth has made. Beth and Dean have an important family talk with the kids. Annie and Noah try to work through their problems.",461,42.0,,2020-05-04 13:20:11.354228268,   Walt Disney Pictures	,78.0,"Director:
Andrew McCarthy",
 Aseudal Yeondaegi,(2019– ),"
Action, Drama, Fantasy            ",8.3,"
Sanung and the Saram propose an alliance with the Neanthal, a human-like race of monsters, but when things don't go as expected, Tagon takes command of the Great Hunt.",202,80.0,,2020-05-04 13:45:52.690715554, Legendary Entertainment	,55.0,"Director:
Won Suk Kim",
 Historia de un crimen: Colmenares,(2019),"
Crime            ",7.4,"
After going to a Halloween party, college student Luis Andres Colmenares is found dead. Was it an accident or murder?",42,47.0,,2020-05-04 14:11:34.027202840,	Warner Bros.  ,85.0,"Director:
Juan Felipe Cano",
 Historia de un crimen: Colmenares,(2019),"
Crime            ",7.1,"
As days, weeks and months pass, Oneida demands answers from prosecutors and gets a tip from the dead. Visions of Luis Andrés haunt Laura.",34,,,2020-05-04 14:37:15.363690124,Marvel Studios,145.0,"Director:
Juan Felipe Cano",
 Historia de un crimen: Colmenares,(2019),"
Crime            ",6.8,"
Luis's body is exhumed. González's interrogations intensify after an incriminating letter is found. Journalist Salazar pitches the story to his editor.",30,,,2020-05-04 15:02:56.700177410,    RatPac-Dune Entertainment	,79.0,"Director:
Juan Felipe Cano",
 Historia de un crimen: Colmenares,(2019),"
Crime            ",6.9,"
Laura and Jessy's bail hearing begins, triggering a media blitz. Oneida's mother advises she let go of Luis. A social media comment catches Jorge's eye.",29,,,2020-05-04 15:28:38.036664696,   Walt Disney Pictures	,128.0,"Director:
Felipe Martínez Amador",
 Historia de un crimen: Colmenares,(2019),"
Crime            ",7.0,"
González focuses his attention on Carlos Cárdenas and is then himself targeted. Salazar gets a surprise at work. Oneida worries about her son's soul.",28,,,2020-05-04 15:54:19.373151982,  Columbia Pictures	,120.0,"Director:
Felipe Martínez Amador",
 Historia de un crimen: Colmenares,(2019),"
Crime            ",6.5,"
A new eyewitness comes forward saying he saw a beating in the wee hours of Halloween. A murder suspect is arrested. Salazar interviews Laura Moreno.",26,,,2020-05-04 16:20:00.709639268,20th Century Fox	,133.0,"Director:
Felipe Martínez Amador",
 Historia de un crimen: Colmenares,(2019),"
Crime            ",6.3,"
Salazar shares his doubts that Luis Andrés death was murder. Ramsés starts to distrust González, who makes a bold claim during Cárdenas's first hearing.",25,,,2020-05-04 16:45:42.046126552,  Columbia Pictures	,63.0,"Director:
Juan Felipe Cano",
 Historia de un crimen: Colmenares,(2019),"
Crime            ",5.5,"
A new prosecutor begins. Salazar triangulates phone records. The judge orders a reenactment at the tunnel and makes a ruling on Jessy and Laura's case.",26,,,2020-05-04 17:11:23.382613838,  Columbia Pictures	,95.0,"Director:
Juan Felipe Cano",
 Brigada Costa del Sol,(2019),"
Action, Adventure, Drama            ",7.5,"
Add a Plot
",21,,,2020-05-04 17:37:04.719101124,   Walt Disney Pictures	,71.0,"Director:
Norberto López Amado",
 Tiny House Nation,(2014– ),"
Reality-TV            ",7.3,"
John and Zack take on a rescue mission in Atlanta, Georgia for Peter and Elizabeth, a couple that is attempting to build their own tiny house. Not only is the couple struggling to finish ...                See full summary »
",39,40.0,,2020-05-04 18:02:46.055588410,  Columbia Pictures	,118.0,,"Stars:
John Weisbarth, 
Zack Giffin"
 Tiny House Nation,(2014– ),"
Reality-TV            ",3.7,"
John and Zack head to Indiana to help a contractor, Jim, repair a broken relationship with his daughter Stephanie by giving her the tiny house of her dreams. Stephanie insists she wants to ...                See full summary »
",53,41.0,,2020-05-04 18:28:27.392075696,20th Century Fox	,77.0,,"Stars:
John Weisbarth, 
Zack Giffin, 
Jim Barber, 
Stephanie Barber"
 Tiny House Nation,(2014– ),"
Reality-TV            ",7.0,"
John and Zack travel to sunny Orlando, Florida where high school basketball coach Dave and his wife Mickie, are going tiny so they'll have more money to pay their daughter's college tuition...                See full summary »
",23,41.0,,2020-05-04 18:54:08.728562982,	Warner Bros.  ,127.0,,"Stars:
John Weisbarth, 
Zack Giffin, 
Jonathan Cheatham, 
Mike Cheatham"
 Tiny House Nation,(2014– ),"
Reality-TV            ",7.5,"
John and Zack head north to Coeur d'Alene, Idaho, where Army veteran Newt and his wife Brooke are building a tiny home on wheels with plans to travel the country after Newt completes his sixth and final deployment.",24,40.0,,2020-05-04 19:19:50.065050266,20th Century Fox	,38.0,,"Stars:
John Weisbarth, 
Zack Giffin, 
Brooke Hau, 
Newt Hau"
 Tiny House Nation,(2014– ),"
Reality-TV            ",7.0,"
Empty nesters Phil and Karen are being forced out of their beloved rental home, and going tiny is their only chance at home ownership. John and Zack are confident that they can build a tiny...                See full summary »
",22,41.0,,2020-05-04 19:45:31.401537552,Universal Pictures	,76.0,,"Stars:
John Weisbarth, 
Zack Giffin"
 Tiny House Nation,(2014– ),"
Reality-TV            ",7.4,"
Zack and John are in cowboy country as they set out to help a family of four who are preparing to move out of their large house near Dallas and into a tiny house. First-time homeowners Tony...                See full summary »
",23,40.0,,2020-05-04 20:11:12.738024838,  Paramount Pictures,84.0,,"Stars:
John Weisbarth, 
Zack Giffin"
 Brigada Costa del Sol,(2019),"
Action, Adventure, Drama            ",7.4,"
The squad goes on persecuting the Peña brothers. They get a dope from an unexpected source but they also drop into an unexpected trouble as a consequence.",19,,,2020-05-04 20:36:54.074512124,   Walt Disney Pictures	,20.0,"Director:
Miguel Alcantud",
 Cobra Kai,(2018– ),"
Action, Comedy, Drama            ",8.2,"
Miguel's fighting for his life, Robby's missing, and Daniel and Johnny's reputations are in tatters as the community reacts to the West Valley brawl.","2,857",32.0,,2020-05-04 21:02:35.410999410,Relativity Media,24.0,"Directors:
Jon Hurwitz, 
Hayden Schlossberg",
 Cobra Kai,(2018– ),"
Action, Comedy, Drama            ",8.6,"
Following an important meeting in Japan, Daniel revisits Mr. Miyagi's hometown in Okinawa. Johnny attempts to reconnect with Robby.","2,685",36.0,,2020-05-04 21:28:16.747486694,Relativity Media,81.0,"Director:
Lin Oeding",
 Cobra Kai,(2018– ),"
Action, Comedy, Drama            ",8.3,"
Daniel spends some father-daughter time with a traumatized Sam, Johnny plans to form a new karate dojo but struggles to come up with a cool name.","2,383",29.0,,2020-05-04 21:53:58.083973980,Marvel Studios,113.0,"Director:
Jennifer Celotta",
 Cobra Kai,(2018– ),"
Action, Comedy, Drama            ",8.3,"
Daniel and Johnny team up to find Robby. Miguel faces an uncertain future. Kreese tries to bring Tory back to Cobra Kai.","2,664",38.0,,2020-05-04 22:19:39.420461266,    RatPac-Dune Entertainment	,45.0,"Directors:
Jon Hurwitz, 
Hayden Schlossberg",
 Cobra Kai,(2018– ),"
Action, Comedy, Drama            ",9.2,"
In Okinawa, Daniel spends time with an old friend - and an old enemy, who has much to teach him. The dueling dojos' rivalry comes to a nasty head.","3,216",39.0,,2020-05-04 22:45:20.756948552,    RatPac-Dune Entertainment	,132.0,"Director:
Steven K. Tsuchida",
 Cobra Kai,(2018– ),"
Action, Comedy, Drama            ",8.0,"
Daniel's tarnished public image takes a toll on his sales, leading to a takeover offer. Johnny tries to raise money for Miguel's surgery.","2,540",32.0,,2020-05-04 23:11:02.093435838,20th Century Fox	,46.0,"Director:
Lin Oeding",
 Cobra Kai,(2018– ),"
Action, Comedy, Drama            ",8.5,"
Miguel helps Johnny craft the perfect social media message. Kreese scouts new recruits while Daniel and Amanda try to shut down Cobra Kai.","2,461",34.0,,2020-05-04 23:36:43.429923122,	Warner Bros.  ,7.0,"Director:
Steven K. Tsuchida",
 Cobra Kai,(2018– ),"
Action, Comedy, Drama            ",8.9,"
It's Christmastime in the Valley, and romance is in the air. Daniel and Miguel find unexpected common ground, and the Cobra Kai recruits go on a mission.","2,750",30.0,,2020-05-05 00:02:24.766410408,	Warner Bros.  ,13.0,"Director:
Josh Heald",
 Cobra Kai,(2018– ),"
Action, Comedy, Drama            ",8.5,"
Informed that this year's All Valley Karate Tournament is being canceled, the three competing sensei attend a city council meeting to save it.","2,457",28.0,,2020-05-05 00:28:06.102897694,20th Century Fox	,77.0,"Director:
Jennifer Celotta",
 Cobra Kai,(2018– ),"
Action, Comedy, Drama            ",9.5,"
Old wounds begin to heal at a country club Christmas party, but a brutal assault by Kreese's students leads to new betrayals and alliances.","4,554",41.0,,2020-05-05 00:53:47.439384980,    RatPac-Dune Entertainment	,112.0,"Director:
Josh Heald",
 Outer Banks,(2020– ),"
Action, Crime, Drama            ",7.5,"
After a hurricane, John B, JJ, Pope and Kiara plunge headlong into danger and adventure when they find a mysterious sunken wreck.",944,54.0,,2020-05-05 01:19:28.775872266,  Paramount Pictures,90.0,"Director:
Jonas Pate",
 Outer Banks,(2020– ),"
Action, Crime, Drama            ",7.6,"
Convinced that the clue found onboard the boat connects to his missing father, John B leads his friends on an increasingly frantic search for answers.",813,47.0,,2020-05-05 01:45:10.112359552,Marvel Studios,3.0,"Director:
Jonas Pate",
 Outer Banks,(2020– ),"
Action, Crime, Drama            ",7.7,"
As the gang hatches an illicit scheme to get to the bottom of the deep-sea mystery, John B confronts Sarah while Pope jumps at the chance for revenge.",762,47.0,,2020-05-05 02:10:51.448846836,  Columbia Pictures	,20.0,"Director:
Cherie Nowlan",
 Outer Banks,(2020– ),"
Action, Crime, Drama            ",8.2,"
When John B's supervision-free home life catches up to him, he receives a well-timed assist - and some spiffing up - from the last person he expects.",798,49.0,,2020-05-05 02:36:32.785334122,20th Century Fox	,80.0,"Director:
Cherie Nowlan",
 Outer Banks,(2020– ),"
Action, Crime, Drama            ",8.2,"
John B believes he's made a breakthrough in the hunt for the gold, but his desire to include Sarah in the quest causes friction among the friends.",741,47.0,,2020-05-05 03:02:14.121821408,  Columbia Pictures	,137.0,"Director:
Jonas Pate",
 Outer Banks,(2020– ),"
Action, Crime, Drama            ",8.4,"
A spooky island legend, a broken friendship and John B's new living situation keep the crew on their toes as they search high and low for the treasure.",754,53.0,,2020-05-05 03:27:55.458308694,	Warner Bros.  ,89.0,"Director:
Jonas Pate",
 Outer Banks,(2020– ),"
Action, Crime, Drama            ",8.2,"
JJ's reckless behavior ramps up when the friends try to score some quick cash. Meanwhile, John B grows closer to Sarah - and makes her dad suspicious.",700,47.0,,2020-05-05 03:53:36.794795980,    RatPac-Dune Entertainment	,93.0,"Director:
Valerie Weiss",
 Outer Banks,(2020– ),"
Action, Crime, Drama            ",8.6,"
John B finally learns the truth about his dad - and sets off a chain of events that jeopardizes everything he and his friends have fought to accomplish.",776,46.0,,2020-05-05 04:19:18.131283264,Marvel Studios,141.0,"Director:
Valerie Weiss",
 Outer Banks,(2020– ),"
Action, Crime, Drama            ",8.2,"
With his options dwindling and enemies closing in, John B looks for an exit plan. Sarah feels pressured to pick a side. Pope lets his emotions out.",727,52.0,,2020-05-05 04:44:59.467770550,  Paramount Pictures,53.0,"Director:
Jonas Pate",
 Outer Banks,(2020– ),"
Action, Crime, Drama            ",8.4,"
An island crawling with law enforcement and a looming tropical storm are just two of the obstacles facing John B as he tries to make his escape.",825,57.0,,2020-05-05 05:10:40.804257836,	Warner Bros.  ,100.0,"Director:
Jonas Pate",
 Tiny House Nation,(2014– ),"
Reality-TV            ",6.5,"
John and Zack head to Tennessee to help an aspiring musician and his growing family as they relocate and downsize into a tiny home at the same time. When the homeowners have two young ...                See full summary »
",30,41.0,,2020-05-05 05:36:22.140745122,    RatPac-Dune Entertainment	,111.0,,"Stars:
John Weisbarth, 
Zack Giffin, 
Mike Bedsole, 
Arolina Richards"
 Tiny House Nation,(2014– ),"
Reality-TV            ",7.8,"
Zack and John head to Mississippi to help a couple of high school sweet hearts go tiny. Tommy and Tierra are both nurses, and they're looking forward to simplifying their lives in a tiny ...                See full summary »
",19,41.0,,2020-05-05 06:02:03.477232408, Legendary Entertainment	,85.0,,"Stars:
John Weisbarth, 
Zack Giffin, 
James Brewer"
